PassInfo,Class,Deck,Cabin No.,Name,Evidence,Comments
1,Third Class,D Deck,135,"Hellström, Miss Hilda Maria",Boarding Card,In section O
1,Third Class,D Deck,135,"Hellström, Miss Hilda Maria",Boarding Card,In section O
,,,,,,
,,,,,,
1,Third Class,E Deck,11,"Theobald, Mr Thomas Leonard",Boarding Card,"In section B, forward on E deck. The boarding card was found when his body was recovered"
1,Third Class,E Deck,121,"Moor, Mrs BeilaMoor, Master Meier",Boarding Card,In section M
1,Third Class,E Deck,126,"Sage, Master William Henry (and possibly others from the Sage family)",Ticket found with body.,On the ticket recovered with the body of Will Sage a list number (20) is given and the berth number 126 (in section M) is also given. It is likely that some but not all of the family members were in this cabin.
1,Third Class,E Deck,161,"Gilnagh, Miss Katherine ""Katie""Mullen, Miss Katherine ""Katie"" (""_Mullins"")Murphy, Miss Margaret Jane (""Mary"")Miss Katherine ""Kate""",Boarding Card,In section Q
1,Third Class,E Deck,161,"Gilnagh, Miss Katherine ""Katie""Mullen, Miss Katherine ""Katie"" (""_Mullins"")Murphy, Miss Margaret Jane (""Mary"")Miss Katherine ""Kate""",Boarding Card,In section Q
1,Third Class,E Deck,161,"Gilnagh, Miss Katherine ""Katie""Mullen, Miss Katherine ""Katie"" (""_Mullins"")Murphy, Miss Margaret Jane (""Mary"")Miss Katherine ""Kate""",Boarding Card,In section Q
1,Third Class,E Deck,161,"Gilnagh, Miss Katherine ""Katie""Mullen, Miss Katherine ""Katie"" (""_Mullins"")Murphy, Miss Margaret Jane (""Mary"")Miss Katherine ""Kate""",Boarding Card,In section Q
,,,,,,
,,,,,,
1,Third Class,F Deck,38 (?),"Tobin, Mr Roger",Unknown,In section C
1,Third Class,F Deck,46 (?),"Mardirosian, Mr Sarkis (+ three other steerage)",Unknown,In section E
1,Third Class,F Deck,57 (?),"Krekorian, Mr Neshan",Unknown,In section E
1,Third Class,F Deck,63 (?),"Abelseth, Mr Olaus Jørgensen
Humblen, Mr Adolf Mathias Nicolai Olsen",Unknown,In section G
1,Third Class,F Deck,63 (?),"Abelseth, Mr Olaus Jørgensen
Humblen, Mr Adolf Mathias Nicolai Olsen",Unknown,In section G
1,Third Class,F Deck,73 (?),"Moen, Mr Sigurd Hansen
Søholt, Mr Peter Andreas Lauritz Andersen",Unknown,In section G
1,Third Class,F Deck,73 (?),"Moen, Mr Sigurd Hansen
Søholt, Mr Peter Andreas Lauritz Andersen",Unknown,In section G
,,,,,,
,,,,,,
1,Third Class,G Deck,6 (?),"Sandström, Mrs Hjalmar Sandström, Miss Beatrice IreneSandström, Miss Marguerite Rut",Unknown,"There is no cabin 6 in section G on F deck. Most likely the five of them shared cabin 6 on G deck, in the stern of the Titanic. Although the room was a 4 berth room, one of them was only a baby and could have shared a bed with it\'s mother or one of the children."
1,Third Class,G Deck,6 (?),"Sandström, Mrs Hjalmar Sandström, Miss Beatrice IreneSandström, Miss Marguerite Rut",Unknown,"There is no cabin 6 in section G on F deck. Most likely the five of them shared cabin 6 on G deck, in the stern of the Titanic. Although the room was a 4 berth room, one of them was only a baby and could have shared a bed with it\'s mother or one of the children."
1,Third Class,G Deck,6 (?),"Sandström, Mrs Hjalmar Sandström, Miss Beatrice IreneSandström, Miss Marguerite Rut",Unknown,"There is no cabin 6 in section G on F deck. Most likely the five of them shared cabin 6 on G deck, in the stern of the Titanic. Although the room was a 4 berth room, one of them was only a baby and could have shared a bed with it\'s mother or one of the children."
1,Third Class,G Deck,6 (?),"Ström, Mrs Wilhelm (Elna Matilda Persson)
Ström, Miss Telma (Selma) Matilda",Immigration Ticket,"There is no cabin 6 in section G on F deck. Most likely the five of them shared cabin 6 on G deck, in the stern of the Titanic. Although the room was a 4 berth room, one of them was only a baby and could have shared a bed with it\'s mother or one of the children."
1,Third Class,G Deck,6 (?),"Ström, Mrs Wilhelm (Elna Matilda Persson)
Ström, Miss Telma (Selma) Matilda",6 (?),"There is no cabin 6 in section G on F deck. Most likely the five of them shared cabin 6 on G deck, in the stern of the Titanic. Although the room was a 4 berth room, one of them was only a baby and could have shared a bed with it\'s mother or one of the children."
1,Third Class,G Deck,10 (?),"Pickard (Trembisky), Mr Berk",Deduced from Senate inquiry,"Pickard testified that he was in cabin 10 in the stern, so most likely he was in cabin 10, where male and female separation was less restricted. His cabin was able to accommodate 4 people."
